filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_38.JPG,2628822,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[1746,2143,2143,1746],""all_points_y"":[2165,2132,2253,2291]}","{}"
IMG_38.JPG,2628822,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[2176,2688,2688,2165],""all_points_y"":[2143,2088,2214,2264]}","{}"
IMG_38.JPG,2628822,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[744,1559,1559,733],""all_points_y"":[2424,2352,2638,2705]}","{}"
IMG_38.JPG,2628822,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[1603,2677,2688,1603],""all_points_y"":[2346,2253,2534,2633]}","{}"
IMG_38.JPG,2628822,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[386,1884,1884,386],""all_points_y"":[2859,2732,3046,3167]}","{}"
IMG_38.JPG,2628822,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[1939,2561,2561,1933],""all_points_y"":[2743,2688,3007,3046]}","{}"
IMG_39.JPG,1732101,"{}",8,0,"{""name"":""polygon"",""all_points_x"":[661,966,969,676],""all_points_y"":[1730,1719,1832,1843]}","{}"
IMG_39.JPG,1732101,"{}",8,1,"{""name"":""polygon"",""all_points_x"":[980,1274,1274,980],""all_points_y"":[1722,1719,1825,1840]}","{}"
IMG_39.JPG,1732101,"{}",8,2,"{""name"":""polygon"",""all_points_x"":[650,2332,2339,657],""all_points_y"":[1847,1810,2075,2108]}","{}"
IMG_39.JPG,1732101,"{}",8,3,"{""name"":""polygon"",""all_points_x"":[657,2688,2681,661],""all_points_y"":[2137,2075,2369,2405]}","{}"
IMG_39.JPG,1732101,"{}",8,4,"{""name"":""polygon"",""all_points_x"":[2372,2692,2684,2394],""all_points_y"":[1921,1913,2049,2071]}","{}"
IMG_39.JPG,1732101,"{}",8,5,"{""name"":""polygon"",""all_points_x"":[683,676,1105,1105],""all_points_y"":[2526,2431,2420,2508]}","{}"
IMG_39.JPG,1732101,"{}",8,6,"{""name"":""polygon"",""all_points_x"":[1135,1127,1656,1656],""all_points_y"":[2523,2424,2405,2501]}","{}"
IMG_39.JPG,1732101,"{}",8,7,"{""name"":""polygon"",""all_points_x"":[1678,1663,2214,2207],""all_points_y"":[2526,2416,2398,2501]}","{}"
IMG_29.JPG,871500,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[1395,1737,1711,1373],""all_points_y"":[1752,1678,1876,1968]}","{}"
IMG_29.JPG,871500,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[1726,2082,2045,1700],""all_points_y"":[1667,1608,1799,1858]}","{}"
IMG_29.JPG,871500,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[1256,1770,1748,1230],""all_points_y"":[2354,2262,2460,2570]}","{}"
IMG_29.JPG,871500,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[1766,2056,2020,1744],""all_points_y"":[2244,2200,2413,2453]}","{}"
IMG_28.JPG,2005344,"{}",11,0,"{""name"":""polygon"",""all_points_x"":[966,1197,1197,969],""all_points_y"":[1447,1465,1572,1557]}","{}"
IMG_28.JPG,2005344,"{}",11,1,"{""name"":""polygon"",""all_points_x"":[1212,1476,1473,1219],""all_points_y"":[1462,1480,1586,1572]}","{}"
IMG_28.JPG,2005344,"{}",11,2,"{""name"":""polygon"",""all_points_x"":[1498,1719,1708,1495],""all_points_y"":[1436,1439,1590,1590]}","{}"
IMG_28.JPG,2005344,"{}",11,3,"{""name"":""polygon"",""all_points_x"":[1741,2126,2108,1730],""all_points_y"":[1447,1462,1605,1601]}","{}"
IMG_28.JPG,2005344,"{}",11,4,"{""name"":""polygon"",""all_points_x"":[775,1410,1399,764],""all_points_y"":[1682,1704,1950,1946]}","{}"
IMG_28.JPG,2005344,"{}",11,5,"{""name"":""polygon"",""all_points_x"":[1450,2163,2159,1439],""all_points_y"":[1711,1726,1972,1961]}","{}"
IMG_28.JPG,2005344,"{}",11,6,"{""name"":""polygon"",""all_points_x"":[558,2394,2380,536],""all_points_y"":[2012,2034,2299,2310]}","{}"
IMG_28.JPG,2005344,"{}",11,7,"{""name"":""polygon"",""all_points_x"":[1153,1561,1557,1153],""all_points_y"":[2394,2387,2504,2523]}","{}"
IMG_28.JPG,2005344,"{}",11,8,"{""name"":""polygon"",""all_points_x"":[1575,1763,1763,1575],""all_points_y"":[2380,2383,2504,2512]}","{}"
IMG_28.JPG,2005344,"{}",11,9,"{""name"":""polygon"",""all_points_x"":[958,1263,1256,947],""all_points_y"":[2618,2611,2743,2754]}","{}"
IMG_28.JPG,2005344,"{}",11,10,"{""name"":""polygon"",""all_points_x"":[1318,1965,1957,1311],""all_points_y"":[2615,2596,2739,2743]}","{}"
IMG_49.JPG,3781587,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[870,1417,1421,889],""all_points_y"":[1300,1278,1454,1484]}","{}"
IMG_49.JPG,3781587,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[1454,2100,2097,1450],""all_points_y"":[1293,1274,1443,1469]}","{}"
IMG_49.JPG,3781587,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[566,1487,1491,580],""all_points_y"":[1535,1509,1766,1799]}","{}"
IMG_49.JPG,3781587,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[1520,2431,2431,1528],""all_points_y"":[1517,1491,1722,1752]}","{}"
IMG_49.JPG,3781587,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[1388,1586,1586,1403],""all_points_y"":[1818,1807,2009,2012]}","{}"
IMG_49.JPG,3781587,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[1021,1957,1957,1054],""all_points_y"":[2031,1998,2273,2295]}","{}"
IMG_48.jpg,2658308,"{}",10,0,"{""name"":""polygon"",""all_points_x"":[834,980,991,823],""all_points_y"":[1539,1535,1704,1704]}","{}"
IMG_48.jpg,2658308,"{}",10,1,"{""name"":""polygon"",""all_points_x"":[1010,1998,1998,1010],""all_points_y"":[1539,1531,1697,1708]}","{}"
IMG_48.jpg,2658308,"{}",10,2,"{""name"":""polygon"",""all_points_x"":[2012,2941,2945,2012],""all_points_y"":[1539,1524,1722,1741]}","{}"
IMG_48.jpg,2658308,"{}",10,3,"{""name"":""polygon"",""all_points_x"":[95,514,525,114],""all_points_y"":[1887,1891,2280,2280]}","{}"
IMG_48.jpg,2658308,"{}",10,4,"{""name"":""polygon"",""all_points_x"":[584,1278,1282,599],""all_points_y"":[1898,1902,2280,2284]}","{}"
IMG_48.jpg,2658308,"{}",10,5,"{""name"":""polygon"",""all_points_x"":[1326,1976,1972,1318],""all_points_y"":[1976,1972,2299,2302]}","{}"
IMG_48.jpg,2658308,"{}",10,6,"{""name"":""polygon"",""all_points_x"":[1994,2883,2879,2012],""all_points_y"":[1876,1884,2302,2295]}","{}"
IMG_48.jpg,2658308,"{}",10,7,"{""name"":""polygon"",""all_points_x"":[808,1263,1271,823],""all_points_y"":[2482,2482,2659,2673]}","{}"
IMG_48.jpg,2658308,"{}",10,8,"{""name"":""polygon"",""all_points_x"":[1315,1674,1671,1315],""all_points_y"":[2486,2486,2629,2637]}","{}"
IMG_48.jpg,2658308,"{}",10,9,"{""name"":""polygon"",""all_points_x"":[2200,2820,2817,2203],""all_points_y"":[2482,2475,2725,2732]}","{}"
IMG_46.JPG,2431526,"{}",11,0,"{""name"":""polygon"",""all_points_x"":[1014,1286,1270,991],""all_points_y"":[917,934,1016,986]}","{}"
IMG_46.JPG,2431526,"{}",11,1,"{""name"":""polygon"",""all_points_x"":[1297,1672,1658,1275],""all_points_y"":[936,964,1038,1011]}","{}"
IMG_46.JPG,2431526,"{}",11,2,"{""name"":""polygon"",""all_points_x"":[220,1305,1267,168],""all_points_y"":[928,1022,1259,1157]}","{}"
IMG_46.JPG,2431526,"{}",11,3,"{""name"":""polygon"",""all_points_x"":[1330,2575,2520,1278],""all_points_y"":[1019,1104,1361,1256]}","{}"
IMG_46.JPG,2431526,"{}",11,4,"{""name"":""polygon"",""all_points_x"":[248,678,655,231],""all_points_y"":[1179,1217,1305,1261]}","{}"
IMG_46.JPG,2431526,"{}",11,5,"{""name"":""polygon"",""all_points_x"":[689,1016,997,664],""all_points_y"":[1223,1250,1330,1300]}","{}"
IMG_46.JPG,2431526,"{}",11,6,"{""name"":""polygon"",""all_points_x"":[1025,1405,1383,1005],""all_points_y"":[1253,1286,1366,1333]}","{}"
IMG_46.JPG,2431526,"{}",11,7,"{""name"":""polygon"",""all_points_x"":[1435,2085,2071,1418],""all_points_y"":[1286,1347,1432,1372]}","{}"
IMG_46.JPG,2431526,"{}",11,8,"{""name"":""polygon"",""all_points_x"":[2101,2399,2380,2079],""all_points_y"":[1344,1369,1462,1432]}","{}"
IMG_46.JPG,2431526,"{}",11,9,"{""name"":""polygon"",""all_points_x"":[812,832,1330,1308],""all_points_y"":[1399,1322,1366,1454]}","{}"
IMG_46.JPG,2431526,"{}",11,10,"{""name"":""polygon"",""all_points_x"":[1322,1344,1663,1641],""all_points_y"":[1449,1366,1399,1484]}","{}"
IMG_47.JPG,2264032,"{}",8,0,"{""name"":""polygon"",""all_points_x"":[1870,2192,2192,1892],""all_points_y"":[1272,1272,1374,1388]}","{}"
IMG_47.JPG,2264032,"{}",8,1,"{""name"":""polygon"",""all_points_x"":[2236,2600,2597,2231],""all_points_y"":[1278,1267,1369,1374]}","{}"
IMG_47.JPG,2264032,"{}",8,2,"{""name"":""polygon"",""all_points_x"":[1867,2873,2853,1829],""all_points_y"":[1407,1383,1606,1641]}","{}"
IMG_47.JPG,2264032,"{}",8,3,"{""name"":""polygon"",""all_points_x"":[55,837,843,58],""all_points_y"":[1581,1542,1760,1793]}","{}"
IMG_47.JPG,2264032,"{}",8,4,"{""name"":""polygon"",""all_points_x"":[873,1435,1435,881],""all_points_y"":[1548,1540,1746,1763]}","{}"
IMG_47.JPG,2264032,"{}",8,5,"{""name"":""polygon"",""all_points_x"":[2206,2850,2834,2209],""all_points_y"":[1644,1614,1752,1776]}","{}"
IMG_47.JPG,2264032,"{}",8,6,"{""name"":""polygon"",""all_points_x"":[1865,2380,2369,1848],""all_points_y"":[1831,1818,1936,1955]}","{}"
IMG_47.JPG,2264032,"{}",8,7,"{""name"":""polygon"",""all_points_x"":[2410,2842,2837,2402],""all_points_y"":[1818,1809,1922,1939]}","{}"
IMG_45.JPG,2531177,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[2222,2420,2420,2225],""all_points_y"":[1741,1755,1898,1884]}","{}"
IMG_45.JPG,2531177,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[2446,2670,2670,2435],""all_points_y"":[1770,1788,1921,1895]}","{}"
IMG_45.JPG,2531177,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[279,1561,1557,279],""all_points_y"":[1781,1873,2376,2313]}","{}"
IMG_45.JPG,2531177,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[1652,2699,2688,1623],""all_points_y"":[1887,1968,2438,2383]}","{}"
IMG_45.JPG,2531177,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[2192,2273,2273,2200],""all_points_y"":[3878,3874,3926,3926]}","{}"
IMG_45.JPG,2531177,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[2358,2266,2273,2358],""all_points_y"":[3878,3874,3929,3926]}","{}"
IMG_45.JPG,2531177,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[2200,2203,2354,2354],""all_points_y"":[3984,3922,3922,3966]}","{}"
